Michael Wheeler:POK_lOv, POK_wDe, POK_ZYd:Derrota:Event_8/1/4:si
Scott Morris:POK_RAK, POK_Jgp, POK_HEX:Victoria:Event_0/4/8:no
Sara Charles:POK_APS, POK_WmR, POK_zpX:Victoria:Event_3/8/2:no
Kelsey Montgomery:POK_awM, POK_ifA, POK_sZh:Derrota:Event_4/9/7:no
Ashley Huber:POK_sLC, POK_McM, POK_Wua:Victoria:Event_2/8/3:si
Juan Coleman:POK_gJF, POK_uNu, POK_iqJ:Derrota:Event_2/9/4:si
Mary Carter:POK_kvN, POK_jvI, POK_lVn:Victoria:Event_6/5/1:si
Karen Johnson:POK_TKx, POK_Ghp, POK_DBq:Derrota:Event_0/3/5:si
Sharon Grimes:POK_gbT, POK_mWz, POK_dFF:Derrota:Event_5/0/2:no
Michelle Hernandez:POK_yJs, POK_IIi, POK_eRU:Victoria:Event_6/3/3:no
Briana Smith:POK_MwD, POK_KJD, POK_xkS:Derrota:Event_3/6/4:si
Diana Buchanan:POK_FCo, POK_BsA, POK_DCZ:Victoria:Event_7/6/9:no
Jeff Morgan:POK_OZg, POK_kmT, POK_WDP:Derrota:Event_5/5/9:si
Joshua Hill:POK_KjL, POK_ukI, POK_XAV:Derrota:Event_8/3/4:no
Susan Franklin:POK_yuS, POK_kbA, POK_NgD:Derrota:Event_7/9/7:si
Lisa Ross:POK_jve, POK_NKb, POK_gta:Derrota:Event_5/1/8:no
Matthew Coleman:POK_YQs, POK_GKW, POK_ktq:Victoria:Event_5/4/5:no
Tracy Smith:POK_HHE, POK_Zxm, POK_gNj:Victoria:Event_7/5/9:si
Lauren Tate:POK_vdd, POK_fan, POK_zuG:Victoria:Event_7/5/3:si
Diana Kennedy:POK_gsL, POK_jDr, POK_oBj:Victoria:Event_0/9/5:si
Amber Nicholson:POK_ysR, POK_wXS, POK_OPQ:Derrota:Event_8/3/0:no
Elizabeth Johnson:POK_BmG, POK_iKG, POK_ANl:Victoria:Event_0/2/7:si
Timothy Grant MD:POK_FfI, POK_bXe, POK_MGT:Derrota:Event_8/9/5:si
Mark Taylor:POK_GSt, POK_bzG, POK_rYN:Victoria:Event_5/8/7:no
Mathew Mcguire:POK_WkR, POK_LUP, POK_KSF:Victoria:Event_9/8/3:no
David Miller:POK_dYu, POK_pUs, POK_qFF:Victoria:Event_9/1/9:no
Julie Duarte:POK_afo, POK_NsM, POK_PQK:Victoria:Event_1/7/4:no
Patricia Roth:POK_ENV, POK_Ldq, POK_IPt:Victoria:Event_2/7/4:no
Lawrence Bowen:POK_jOd, POK_MSn, POK_zpm:Derrota:Event_5/4/3:no
Robert Downs:POK_qWn, POK_rNy, POK_gZq:Derrota:Event_9/0/0:no
Sally Christian:POK_Nmn, POK_opN, POK_VFZ:Victoria:Event_6/2/0:no
Aimee Cox:POK_vYq, POK_Eeh, POK_mKQ:Derrota:Event_2/6/2:si
Linda Ray:POK_DKJ, POK_woF, POK_Rsp:Derrota:Event_6/6/8:no
Maria Brown:POK_XvJ, POK_Znf, POK_UGL:Victoria:Event_6/1/0:si
Shelby Watkins:POK_ouK, POK_KWl, POK_jmh:Victoria:Event_6/8/3:si
Raymond Wright:POK_UQR, POK_FXn, POK_Uib:Derrota:Event_4/9/0:si
Jamie Branch:POK_KuE, POK_Ipc, POK_asi:Derrota:Event_8/2/3:si
Charles Williams:POK_IlW, POK_ZEG, POK_YXS:Derrota:Event_2/4/4:si
Jack Williams:POK_cya, POK_ZaC, POK_WfA:Derrota:Event_8/7/9:no
Melissa Cobb:POK_bzT, POK_xjC, POK_SYg:Derrota:Event_5/4/7:si
Tiffany Scott:POK_SVz, POK_fAd, POK_Egn:Derrota:Event_8/2/5:si
Cody Garcia:POK_fdt, POK_FjS, POK_MRN:Victoria:Event_8/4/6:si
Corey Wilkinson:POK_mKV, POK_hHn, POK_cxw:Derrota:Event_8/0/8:no
Kathy Bennett:POK_SKU, POK_kku, POK_pNO:Derrota:Event_2/9/4:si
Melissa Perez:POK_KhM, POK_szf, POK_Mra:Victoria:Event_4/2/2:no
Diane Hawkins:POK_WzQ, POK_mvA, POK_ArM:Derrota:Event_8/8/0:no
Carrie Francis:POK_JQn, POK_Wxp, POK_dXt:Derrota:Event_2/0/7:no
Peter Foley:POK_EUG, POK_lsO, POK_HCx:Victoria:Event_4/4/6:no
Patrick Arroyo:POK_WMn, POK_WYU, POK_lFv:Victoria:Event_9/8/8:no
Karen Stephenson:POK_ghb, POK_efo, POK_QOY:Derrota:Event_4/5/4:no
Brandi Reid:POK_FZB, POK_alC, POK_MWy:Victoria:Event_1/7/2:si
Michael Smith:POK_kaX, POK_Nro, POK_ZjA:Derrota:Event_6/5/9:no
Dale Coleman:POK_AnI, POK_TCc, POK_ZrL:Victoria:Event_3/6/5:si
Thomas Harris:POK_DZD, POK_jAo, POK_dWI:Victoria:Event_4/8/4:no
Tara Scott:POK_LCK, POK_Vgr, POK_RRh:Derrota:Event_4/1/5:si
Benjamin Ellis:POK_sDV, POK_KQM, POK_mka:Derrota:Event_4/4/3:no
David Stout:POK_Pwj, POK_WVS, POK_LAj:Derrota:Event_8/0/1:no
Jose Garner:POK_CJf, POK_PPE, POK_ONU:Derrota:Event_4/7/7:si
Garrett Frederick:POK_kHu, POK_eVb, POK_dbb:Derrota:Event_0/8/5:no
Mr. Andre Barton:POK_KYM, POK_Sof, POK_VZI:Derrota:Event_0/7/9:si
Chris Ortiz:POK_xgw, POK_OLU, POK_TPS:Derrota:Event_4/1/4:no
Justin Coleman:POK_Ojc, POK_ARV, POK_jgT:Derrota:Event_2/0/3:no
Aaron Barry:POK_crN, POK_kaN, POK_laD:Derrota:Event_5/5/9:si
Jason Walker:POK_yiB, POK_DZX, POK_kIg:Victoria:Event_3/6/7:si
Miranda White:POK_xQk, POK_xGz, POK_JAD:Derrota:Event_6/0/9:no
Robert Jordan:POK_Org, POK_TTC, POK_JAB:Victoria:Event_3/4/2:si
Betty Harris:POK_CbT, POK_pzK, POK_Tbd:Victoria:Event_2/7/6:si
Thomas Keith:POK_kxN, POK_BQt, POK_FiQ:Victoria:Event_5/6/8:si
Nathan King:POK_RSr, POK_FEH, POK_QMx:Derrota:Event_4/6/9:si
Deborah Lyons:POK_spN, POK_lcW, POK_giF:Derrota:Event_5/3/9:no
Joel Martinez:POK_OsM, POK_jAO, POK_bNS:Victoria:Event_7/0/8:si
Crystal Horn:POK_SmM, POK_ulp, POK_HxC:Victoria:Event_1/3/4:no
Kaitlyn Wilkinson:POK_nrO, POK_vLU, POK_iWb:Victoria:Event_4/9/5:si
Robert Shah:POK_uRu, POK_UaR, POK_CjR:Derrota:Event_6/9/0:no
Lori Chang:POK_CEi, POK_HsM, POK_MMw:Derrota:Event_4/3/7:no
Stephanie Scott:POK_PYB, POK_eiT, POK_GhW:Victoria:Event_7/7/4:si
Amanda Vance:POK_uUk, POK_bzR, POK_sTo:Victoria:Event_4/8/4:no
William Smith:POK_Xdn, POK_dKu, POK_TJG:Derrota:Event_5/3/2:no
Michael Dennis:POK_Ght, POK_eln, POK_qZH:Victoria:Event_9/6/8:si
Michael Serrano:POK_sVu, POK_Shy, POK_OXJ:Derrota:Event_7/4/9:si
Mr. Casey Hunt:POK_rpF, POK_Xtl, POK_AEZ:Victoria:Event_7/7/1:si
Michelle Cole:POK_JfF, POK_qGk, POK_FWr:Victoria:Event_5/5/0:no
Suzanne Marks:POK_Qrx, POK_hud, POK_cPu:Derrota:Event_2/5/8:no
Jordan Johnson:POK_eCC, POK_RBA, POK_iqR:Derrota:Event_1/3/5:no
Alyssa Castro:POK_xKP, POK_PzM, POK_LFQ:Victoria:Event_8/5/9:si
Margaret Clark:POK_yec, POK_vxB, POK_jfJ:Derrota:Event_7/6/8:no
Mrs. Yolanda Thompson:POK_FyH, POK_Pak, POK_KwS:Derrota:Event_1/0/6:no
Mr. Jonathan Prince:POK_nUH, POK_nWx, POK_UfU:Derrota:Event_3/5/8:si
Tyler Vaughn:POK_DQX, POK_Kzv, POK_dLG:Victoria:Event_6/1/5:si
Madison Walker:POK_POz, POK_oqP, POK_MsO:Derrota:Event_9/5/0:si
Maria Romero:POK_LRd, POK_vwv, POK_SAx:Victoria:Event_3/4/7:si
Anne Long:POK_wvo, POK_wrT, POK_iYd:Derrota:Event_4/3/4:no
Sharon Tapia:POK_aDV, POK_bKr, POK_Hgj:Victoria:Event_3/6/2:si
Sharon Branch:POK_xmk, POK_xVx, POK_zQS:Derrota:Event_4/2/6:no
Thomas Meyers:POK_uRN, POK_EWb, POK_qVh:Victoria:Event_2/6/0:no
Charles Johnson:POK_VRd, POK_AOC, POK_NVE:Victoria:Event_8/0/7:no
Richard Chapman:POK_jyP, POK_Lpg, POK_WDI:Derrota:Event_9/8/6:si
Eric Boyd:POK_sRq, POK_lbt, POK_DzI:Derrota:Event_6/3/2:no
Ashley Miller:POK_cnC, POK_jha, POK_pFq:Derrota:Event_5/5/8:si
Steven Russell:POK_eTX, POK_RXi, POK_GoI:Victoria:Event_8/9/7:no
Manuel Kramer:POK_dRc, POK_mKq, POK_ndV:Derrota:Event_8/8/8:no
Juan Davis:POK_woj, POK_Kia, POK_Zrh:Victoria:Event_6/6/2:si
Whitney Stein:POK_QiZ, POK_PbD, POK_acQ:Derrota:Event_7/3/3:si
Robert Shields:POK_IGO, POK_SxE, POK_uKY:Victoria:Event_4/2/8:no
Nicole Martin:POK_pXx, POK_ndI, POK_GoD:Derrota:Event_5/3/3:no
Susan Anderson:POK_jzS, POK_Psn, POK_SPI:Derrota:Event_9/9/8:no
Victor Hughes:POK_jky, POK_Qhp, POK_yzq:Derrota:Event_9/6/1:no
Justin Moore:POK_LxN, POK_SaY, POK_dPP:Derrota:Event_2/2/0:no
Andrea Quinn:POK_ORA, POK_fJR, POK_PVi:Derrota:Event_0/3/4:no
Diane Anderson:POK_ptY, POK_Neu, POK_HUl:Victoria:Event_7/2/5:si
Xavier Williamson MD:POK_rpn, POK_GOP, POK_MLc:Victoria:Event_0/7/5:si
James George:POK_ekD, POK_mJq, POK_Qyy:Victoria:Event_9/8/5:si
Nicole Navarro:POK_yCj, POK_ZlJ, POK_mtd:Derrota:Event_8/2/8:si
Jeremy Smith:POK_UOt, POK_aZU, POK_nmh:Victoria:Event_3/3/5:no
Kevin Anderson:POK_OwM, POK_YyJ, POK_Lrl:Victoria:Event_8/1/5:no
Nicholas Cook:POK_wEN, POK_sPs, POK_dju:Derrota:Event_3/2/8:no
Kristina Anderson:POK_vZb, POK_egJ, POK_Oyp:Victoria:Event_3/8/0:no
Emma Ortega:POK_IPk, POK_aVM, POK_SkE:Derrota:Event_6/5/0:si
Sheri Evans:POK_sYe, POK_nhX, POK_sRr:Derrota:Event_6/1/3:si
Mrs. Melissa Johnson:POK_XsD, POK_OoN, POK_DIm:Derrota:Event_5/0/5:si
Danny Clay:POK_Fgd, POK_uid, POK_DDu:Derrota:Event_4/5/3:si
Heather Logan:POK_POL, POK_bdb, POK_AbM:Derrota:Event_0/9/3:si
Carol Porter:POK_mxp, POK_WTy, POK_bjY:Derrota:Event_0/8/2:si
Michael Perez:POK_GHS, POK_zeT, POK_DqJ:Victoria:Event_1/6/1:si
Shannon Powell:POK_Aqo, POK_dsj, POK_XSL:Derrota:Event_8/3/2:no
Joshua Glass:POK_pqp, POK_mHS, POK_nMH:Derrota:Event_0/6/4:si
Erin Garcia:POK_fnt, POK_QQR, POK_IhM:Derrota:Event_8/4/3:no
Pam Sanchez:POK_Wsx, POK_DKY, POK_Upk:Victoria:Event_4/4/2:no
Melanie Miller:POK_TnD, POK_etU, POK_Jpa:Victoria:Event_9/0/2:si
Matthew Lawson:POK_GiM, POK_qUv, POK_rhC:Victoria:Event_2/4/1:no
Travis Powell:POK_MqD, POK_LZl, POK_zDb:Derrota:Event_3/4/0:si
John Briggs:POK_ZBs, POK_SMv, POK_Xeb:Victoria:Event_1/9/0:si
Jason Harris:POK_jFI, POK_OPP, POK_cIm:Derrota:Event_9/2/8:si
Brian Alvarez:POK_Icj, POK_ICB, POK_DwH:Victoria:Event_6/0/0:si
Tyler Henson:POK_PNk, POK_XAP, POK_mxX:Derrota:Event_8/6/6:si
Alexander Hill:POK_vyo, POK_ooo, POK_Oqm:Victoria:Event_3/6/2:si
Kurt Bond:POK_DGJ, POK_byW, POK_kzf:Derrota:Event_6/8/6:si
Maria Gonzalez:POK_JnB, POK_XLW, POK_rHN:Victoria:Event_6/1/3:no
David Hall:POK_hHX, POK_BPO, POK_CvZ:Victoria:Event_4/2/8:no
Robert Mason:POK_dTc, POK_RTd, POK_WjM:Derrota:Event_3/2/5:si
Edward Thompson:POK_pkp, POK_lJP, POK_cQg:Derrota:Event_6/7/4:no
Linda Whitaker:POK_qXa, POK_XTY, POK_nzI:Victoria:Event_7/2/7:si
Michelle Berry:POK_eJT, POK_Qey, POK_dEZ:Derrota:Event_2/1/5:si
Erika Allen:POK_fOZ, POK_pZq, POK_XtE:Derrota:Event_5/3/6:si
Tyler Leblanc:POK_knP, POK_Bhv, POK_fzR:Derrota:Event_9/8/3:no
David Norton:POK_VCw, POK_EEF, POK_SxK:Victoria:Event_5/2/4:no
Carlos Friedman:POK_ZKj, POK_dMx, POK_KsT:Derrota:Event_9/3/3:si
Nancy Hill:POK_YUn, POK_BTL, POK_gQD:Derrota:Event_6/0/3:no
Gloria Wilson:POK_qKR, POK_EFv, POK_uCN:Victoria:Event_1/7/6:si
Calvin Maynard:POK_SQY, POK_cSH, POK_tUp:Victoria:Event_5/9/3:no
Ruben Gutierrez:POK_nhb, POK_rjT, POK_Ytz:Derrota:Event_3/7/4:si
Lawrence Crawford:POK_zSx, POK_SiE, POK_hRS:Derrota:Event_2/4/0:no
Amanda Gonzalez:POK_ZVK, POK_LPX, POK_eto:Victoria:Event_8/5/7:si
Daniel Yates:POK_uEf, POK_JeD, POK_UsL:Derrota:Event_7/7/0:si
Carol Stewart:POK_xfO, POK_Pfk, POK_Phe:Derrota:Event_9/3/8:si
Ricardo Blackwell:POK_sam, POK_TBL, POK_BWg:Derrota:Event_7/0/9:si
Sharon Pollard:POK_LJc, POK_sBB, POK_QJm:Derrota:Event_8/4/1:no
Matthew Petty:POK_qRu, POK_Sph, POK_Xzt:Victoria:Event_6/5/5:si
Karen Smith:POK_lXc, POK_NUD, POK_tdz:Victoria:Event_1/0/0:si
William Mora:POK_zXg, POK_FBc, POK_TKg:Derrota:Event_5/0/9:si
Richard Campbell:POK_KGW, POK_gqs, POK_aEN:Victoria:Event_4/5/6:no
James Jacobs:POK_MHA, POK_WXC, POK_TLw:Victoria:Event_0/6/2:no
Mr. Grant Proctor II:POK_QKG, POK_QAC, POK_DWy:Victoria:Event_4/3/4:no
Madison Huff:POK_HqK, POK_XiF, POK_hBZ:Victoria:Event_4/8/7:si
Linda Glover:POK_mQZ, POK_hCE, POK_VGW:Derrota:Event_8/4/0:no
Sheryl Moore:POK_uCx, POK_VuI, POK_EsL:Derrota:Event_6/4/1:si
Jasmine Davis:POK_mok, POK_nHB, POK_KGP:Victoria:Event_3/0/0:no
Betty Cruz:POK_Qcd, POK_IdM, POK_Ghq:Victoria:Event_5/4/6:no
Nicole Sanchez:POK_Xgy, POK_ZDd, POK_cYv:Victoria:Event_2/0/4:si
Kelly Woodard:POK_NEE, POK_giD, POK_Vxt:Victoria:Event_7/4/2:si
David Keller:POK_iCP, POK_ezL, POK_MuX:Derrota:Event_5/6/6:si
Michael Everett:POK_IiE, POK_Djk, POK_kSY:Victoria:Event_4/6/1:si
David Bryant:POK_xWU, POK_dLC, POK_QHx:Victoria:Event_9/4/1:no
Antonio Tyler:POK_xdm, POK_TBc, POK_mDw:Derrota:Event_3/6/5:no
Jordan Hendrix:POK_lLc, POK_lju, POK_oKL:Derrota:Event_7/4/1:si
Kenneth Estrada:POK_wFP, POK_XjZ, POK_Ome:Victoria:Event_0/5/8:no
Deborah Lewis:POK_ONd, POK_JBG, POK_oYz:Derrota:Event_4/0/3:no
Justin Malone:POK_kUo, POK_dBQ, POK_IZp:Derrota:Event_3/2/1:si
Christopher Johnson:POK_FKm, POK_tec, POK_fGT:Victoria:Event_5/5/1:si
Catherine Cook:POK_XBO, POK_Eld, POK_qNq:Derrota:Event_8/1/8:no
Michael Boone:POK_DaC, POK_aSj, POK_rEW:Derrota:Event_7/0/6:no
Keith Cherry:POK_WTc, POK_arm, POK_tnA:Victoria:Event_1/7/3:no
Alexander Ford:POK_szR, POK_OOd, POK_aoB:Derrota:Event_0/1/7:si
Donald Young:POK_pTE, POK_HnP, POK_VxO:Victoria:Event_0/0/1:no
Anthony Oliver:POK_YIQ, POK_aYm, POK_vyB:Derrota:Event_6/3/4:si
James Alexander:POK_Kdo, POK_mUc, POK_ifl:Derrota:Event_3/3/6:si
Jason Montgomery:POK_UcQ, POK_StM, POK_suL:Derrota:Event_6/6/7:si
Katherine Mitchell:POK_iQl, POK_jeU, POK_Gga:Derrota:Event_4/2/7:si
Heidi Roberts:POK_LDs, POK_ryc, POK_OLv:Victoria:Event_0/3/0:no
Joseph Clark:POK_Tgg, POK_cGD, POK_WKF:Derrota:Event_2/5/9:si
Diane Owens:POK_voz, POK_ILB, POK_Heo:Derrota:Event_0/1/1:si
John Berger:POK_FXo, POK_FKA, POK_pnY:Derrota:Event_0/8/4:si
Jesse Mcneil:POK_nmc, POK_gWo, POK_FaX:Derrota:Event_1/4/4:si
Jennifer Jones:POK_psu, POK_ZEL, POK_UlX:Derrota:Event_8/9/8:no
Jessica Mclaughlin:POK_XbA, POK_aqi, POK_KUJ:Derrota:Event_1/7/1:si
Marc Howard:POK_kNy, POK_LFo, POK_lra:Victoria:Event_7/9/9:si
John Lopez:POK_hav, POK_PJn, POK_dba:Derrota:Event_4/5/4:si
Kelsey Davis:POK_urh, POK_SBn, POK_gry:Derrota:Event_1/2/4:si
Jeremy Mason:POK_Cye, POK_CtV, POK_eAD:Victoria:Event_8/3/0:no
Maxwell Farmer:POK_gez, POK_PEj, POK_Scv:Victoria:Event_1/0/6:si
Patricia Knight:POK_SnO, POK_loP, POK_QkW:Derrota:Event_5/6/3:no
Kristen Lester:POK_RPn, POK_piv, POK_Koa:Victoria:Event_5/3/1:no
Beverly Sullivan:POK_lIS, POK_LEE, POK_iYq:Derrota:Event_1/1/7:no
Scott Miller:POK_utD, POK_UJd, POK_Uhh:Derrota:Event_0/0/7:no
Alicia Schultz:POK_TEp, POK_Bud, POK_jwz:Victoria:Event_9/6/9:no
Katrina Brown:POK_OiM, POK_zjD, POK_fVy:Derrota:Event_1/2/1:si
Jordan Mendez:POK_pZW, POK_vGf, POK_SEA:Derrota:Event_9/2/6:no
Ruth Williams:POK_ces, POK_iTr, POK_CAP:Derrota:Event_8/3/5:no
Christina Juarez:POK_WYh, POK_UXA, POK_zpa:Victoria:Event_6/2/5:si
Jesse Jordan:POK_hhz, POK_Hij, POK_hmX:Victoria:Event_4/5/7:si
Danny Simmons:POK_Efd, POK_Alq, POK_Ovf:Victoria:Event_2/5/2:si
Gerald Gordon:POK_IGp, POK_EaR, POK_DFM:Victoria:Event_2/3/2:si
Andrew Smith:POK_RPQ, POK_eIZ, POK_lUF:Derrota:Event_7/4/8:no
Andrew Wilson:POK_OLY, POK_HiU, POK_cak:Victoria:Event_0/7/2:no
Valerie Richards:POK_FXk, POK_uAd, POK_KMq:Derrota:Event_8/3/9:si
Ronald Simpson:POK_Syw, POK_WJK, POK_HPB:Derrota:Event_7/4/4:no
Amanda Jones:POK_sRj, POK_mHG, POK_SGp:Derrota:Event_9/1/9:si
David Beck:POK_Upy, POK_XFi, POK_CSk:Derrota:Event_9/8/1:no
Kelly Mccoy:POK_Wuh, POK_XOL, POK_GFl:Derrota:Event_9/8/8:no
Kelly Blanchard:POK_HRw, POK_pKm, POK_htb:Victoria:Event_8/1/3:si
Walter Morris:POK_NrI, POK_qQz, POK_TcK:Victoria:Event_1/3/4:no
Karen Edwards:POK_Xvv, POK_VcJ, POK_UYC:Victoria:Event_7/9/4:si
Lisa Mora:POK_FBu, POK_Fpl, POK_UbB:Derrota:Event_6/4/5:no
Anthony Hart:POK_PEg, POK_UAA, POK_qsF:Derrota:Event_7/0/5:no
John Carrillo:POK_iTa, POK_RuS, POK_lGn:Victoria:Event_4/9/2:si
Shelia Smith:POK_vdL, POK_zho, POK_RrF:Derrota:Event_9/6/7:no
Christopher Bailey:POK_ICE, POK_YPq, POK_Rel:Victoria:Event_2/8/6:si
Justin Boyd:POK_wQw, POK_Rdq, POK_SHd:Victoria:Event_5/0/6:si
Brandy Decker:POK_veu, POK_LNX, POK_HiO:Victoria:Event_7/3/7:no
Marcus Hernandez:POK_SOK, POK_KsR, POK_CCs:Victoria:Event_1/8/1:si
Jasmin Andrade:POK_IuE, POK_IeF, POK_Tzt:Derrota:Event_7/6/3:no
Christopher Pugh:POK_jiW, POK_xgP, POK_pyF:Victoria:Event_9/9/3:no
Melissa Baker:POK_oDM, POK_kvG, POK_xgn:Derrota:Event_7/8/9:si
Juan Schaefer:POK_aIk, POK_uKF, POK_odh:Victoria:Event_8/9/1:no
Andre Luna:POK_WSU, POK_agq, POK_wpJ:Derrota:Event_3/4/7:si
Richard Lee:POK_kYC, POK_VxS, POK_yWq:Derrota:Event_9/1/9:si
Jeffrey Martin:POK_XnH, POK_zof, POK_jHD:Victoria:Event_5/6/4:si
Christie Lawrence:POK_xBL, POK_Sdy, POK_hNR:Derrota:Event_9/3/2:si
Kimberly Brown:POK_jPT, POK_BqZ, POK_QWo:Victoria:Event_4/5/9:si
Brandon Chandler:POK_sXY, POK_VEu, POK_vlL:Victoria:Event_9/4/4:no
Nathaniel Allen:POK_cuG, POK_tpm, POK_prk:Victoria:Event_4/7/2:no
Kathryn Wade:POK_TnV, POK_faH, POK_JCF:Derrota:Event_8/9/6:no
Mariah Robinson:POK_kec, POK_ivO, POK_zwn:Victoria:Event_4/3/3:si
Kimberly Mcmahon:POK_VRv, POK_qCz, POK_MiU:Victoria:Event_6/0/1:si
Rebecca King:POK_GDa, POK_DFJ, POK_WhW:Derrota:Event_7/7/2:no
Jerry Peterson:POK_UKn, POK_iPI, POK_QlC:Victoria:Event_4/5/2:no
Curtis Knox:POK_YjO, POK_WnG, POK_dXt:Derrota:Event_6/8/5:si
Andrea Jones:POK_szX, POK_lcf, POK_KIK:Victoria:Event_6/5/6:no
Robert Hart:POK_yAI, POK_QHZ, POK_wAe:Victoria:Event_2/0/2:si
Eric Stein:POK_hBZ, POK_HQy, POK_mLj:Victoria:Event_9/7/5:si
Chelsea Herring:POK_mWy, POK_CWS, POK_rDW:Victoria:Event_7/6/3:no
Michael Watts:POK_STe, POK_DzF, POK_vTV:Derrota:Event_7/5/2:no
Stephanie Hess:POK_LvR, POK_WNq, POK_uup:Victoria:Event_9/6/1:no
Thomas Gibson:POK_WPi, POK_ItD, POK_ToP:Derrota:Event_3/2/3:no
Robert Conley:POK_oFh, POK_ggu, POK_QtB:Victoria:Event_3/9/7:no
Susan Stark:POK_cJg, POK_Hqy, POK_gKq:Derrota:Event_3/2/6:no
Tamara Harmon:POK_znN, POK_vIM, POK_xja:Derrota:Event_7/3/7:si
Tara Moore:POK_SVJ, POK_lVh, POK_nsD:Victoria:Event_0/1/3:si
Richard Delgado:POK_bnw, POK_uAU, POK_dXB:Derrota:Event_3/1/5:no
Michael Patton:POK_MJh, POK_HAr, POK_tmj:Victoria:Event_1/6/4:no
Christopher Kelley:POK_IGN, POK_ZUl, POK_vof:Victoria:Event_4/8/8:no
Timothy Lynch:POK_Eln, POK_JIA, POK_GpP:Victoria:Event_8/1/5:si
Alicia Long:POK_XVF, POK_ZeQ, POK_tBU:Victoria:Event_4/0/4:si
Robin Decker:POK_URm, POK_sbW, POK_tZD:Victoria:Event_6/9/4:no
Reginald Ramirez:POK_eTs, POK_xFa, POK_aUK:Derrota:Event_2/9/2:si
Michael Day:POK_MyJ, POK_zTi, POK_Lng:Victoria:Event_5/2/6:no
Julie Hunter:POK_SFF, POK_Jwm, POK_qxQ:Victoria:Event_9/9/1:no
Kevin Cox:POK_God, POK_Kmx, POK_wlc:Victoria:Event_3/2/0:si
Crystal Adkins:POK_tYk, POK_lKu, POK_obd:Victoria:Event_1/5/6:no
Charles Dominguez:POK_JRX, POK_hYd, POK_Bal:Victoria:Event_3/7/1:no
Barbara Williams:POK_Wzt, POK_igk, POK_TfR:Derrota:Event_0/3/0:si
Michaela King:POK_sog, POK_zzt, POK_dlb:Victoria:Event_1/6/6:si
Robert Cordova:POK_dkz, POK_hTs, POK_ueR:Derrota:Event_1/2/0:si
Robert Garcia:POK_xGn, POK_JJY, POK_Yzi:Derrota:Event_4/2/4:no
Rachel Kramer:POK_vtM, POK_TAv, POK_fEo:Derrota:Event_2/3/5:no
David Hall:POK_nHb, POK_UeT, POK_Axk:Victoria:Event_2/3/6:si
Monica Howard:POK_XsD, POK_mRE, POK_YRe:Victoria:Event_6/6/2:no
Samuel Williams:POK_FvJ, POK_jek, POK_sgl:Victoria:Event_8/9/8:no
Marc Sandoval:POK_hqA, POK_NOD, POK_YOu:Victoria:Event_2/5/2:no
Lori Medina:POK_zhO, POK_Eqh, POK_UhW:Victoria:Event_8/8/5:no
Erik Griffin:POK_Qir, POK_BNj, POK_RDa:Derrota:Event_4/8/3:si
Lauren Jensen:POK_VMa, POK_kQy, POK_Wtr:Victoria:Event_6/7/0:no
Veronica Vance:POK_sGj, POK_Nca, POK_oLP:Victoria:Event_6/3/2:si
Brittney Wright:POK_xfx, POK_lKf, POK_SMZ:Victoria:Event_3/9/3:si
Paul Hanson:POK_IpZ, POK_tec, POK_Zax:Victoria:Event_4/9/7:no
Samantha White:POK_AQP, POK_byg, POK_GPp:Derrota:Event_4/1/3:no
Jordan Lee:POK_dRU, POK_ZbI, POK_GUQ:Derrota:Event_1/5/0:no
Michelle Anderson:POK_wba, POK_JoU, POK_UJA:Derrota:Event_0/2/5:no
Olivia Turner:POK_hWk, POK_VQh, POK_deU:Derrota:Event_5/5/8:si
Rebecca Reese:POK_mtY, POK_Siq, POK_ZvU:Victoria:Event_7/1/3:si
Connie Johnson:POK_HQB, POK_FCX, POK_ofp:Derrota:Event_5/5/9:si
Ronald Adkins:POK_Nrk, POK_dEp, POK_RaI:Derrota:Event_9/2/7:si
Lee Salas:POK_IBi, POK_aJA, POK_VHy:Derrota:Event_8/7/7:no
Brittany Smith:POK_hKO, POK_Pyo, POK_dkr:Victoria:Event_2/2/7:no
Erik Williamson:POK_Atw, POK_lzt, POK_TDl:Derrota:Event_3/2/8:no
Phillip Richards:POK_vZs, POK_bXB, POK_Apu:Derrota:Event_9/0/5:si
Kevin Lewis:POK_eDt, POK_GzR, POK_ZMo:Victoria:Event_4/8/6:si
Timothy Barton:POK_yHw, POK_XkZ, POK_WMP:Derrota:Event_2/8/3:no
Taylor Decker:POK_ffV, POK_QMt, POK_UcZ:Victoria:Event_3/1/6:no
Joel Reid:POK_Dct, POK_CrE, POK_EXC:Derrota:Event_0/6/5:no
Chris Morton:POK_sIr, POK_bNj, POK_YdF:Derrota:Event_4/0/7:si
Sarah Rollins:POK_JJC, POK_UGH, POK_cSU:Victoria:Event_0/3/6:si
Dawn Peterson:POK_ljY, POK_MnJ, POK_jBM:Derrota:Event_5/0/9:si
James Lindsey:POK_EmL, POK_riE, POK_gus:Victoria:Event_4/2/0:si
Paula Brown:POK_xqx, POK_pFY, POK_LuD:Derrota:Event_4/4/8:si
Laura Lee:POK_PAF, POK_exE, POK_but:Victoria:Event_7/4/9:no
Maureen Rowe:POK_oTa, POK_TpK, POK_TEH:Victoria:Event_2/0/6:no
Jessica Walsh:POK_qEu, POK_LRu, POK_nZH:Derrota:Event_4/8/7:no
